地段位置或門牌,總價(萬元),總面積(坪),型態,屋齡,樓別/樓高,車位數,房間數,廳數,衛浴數,管理組織,電梯,公園,火車站,美術館,音樂廳,國民運動中心,捷運,博物館,醫院,圖書館,賣場,國小,國中,轉運站,工業區,汙水處理廠,垃圾區,發電廠,墓地,機場,殯儀館,高鐵,高速&快速道路,
臺中市大甲區大安港路５３巷９弄８號二樓,736,39,華廈(10層含以下有電梯),1,1,0,3,2,2,1,1,0.72702205,12.66499853,21.15976169,20.86641035,17.69942548,20.16753757,8.954646571,0.251680082,0.916386479,0.587225093,0.603188829,0.161142343,20.86641043,7.206059019,11.53512478,1.968957763,8.73695963,2.059955116,9.43981686,2.336963238,26.35293199,3.076978082,
臺中市大甲區甲東路５９６號７樓,750,41.98,華廈(10層含以下有電梯),5,2,1,3,2,2,1,1,0.141111764,11.25139818,20.06519139,19.79362058,16.29618053,18.77989607,7.488911485,1.513247843,1.194320488,0.416454339,0.252064104,1.507843232,19.79362054,7.59528284,10.18960872,0.56902214,9.260577473,0.712729663,8.315530428,2.019595245,25.41214478,1.652563254,
臺中市大甲區義和二街１２０巷７９之２號,539,22.82,華廈(10層含以下有電梯),2,1,0,2,2,2,1,1,0.782671252,11.73019708,19.66238038,19.3760965,16.19007879,18.65086014,7.902298092,1.659253152,1.680502957,0.991374231,0.940705883,1.688513258,19.37609653,8.265471564,10.74168518,1.304977445,8.482326357,1.459604226,7.927141592,2.772388458,24.91732151,2.249734343,
臺中市大甲區經國路９２２號八樓,440,33.38,住宅大樓(11層含以上有電梯),26,2,1,3,2,2,1,1,0.098169938,12.41758377,21.83826837,21.55787409,18.09690273,20.58637107,8.838445319,0.699866133,0.644120067,1.06687888,0.755055776,0.315614008,21.5578741,6.264007487,11.20455395,2.054509788,9.642654243,1.568318538,10.09202553,1.636867997,27.11498247,3.036208368,
臺中市大甲區大安港路５３巷９弄８號六樓,750,39,華廈(10層含以下有電梯),1,2,1,3,2,2,1,1,0.72702205,12.66499853,21.15976169,20.86641035,17.69942548,20.16753757,8.954646571,0.251680082,0.916386479,0.587225093,0.603188829,0.161142343,20.86641043,7.206059019,11.53512478,1.968957763,8.73695963,2.059955116,9.43981686,2.336963238,26.35293199,3.076978082,
臺中市大肚區遊園路二段１９８巷９號,480,21.71,公寓(5樓含以下無電梯),41,1,0,3,2,1,0,0,0.718473685,6.668601509,6.625530437,6.135040256,5.364105846,6.936349496,7.812076611,2.632256737,1.212484523,0.055710036,0.817472323,0.817472323,6.135042396,2.752400557,4.160270377,2.985421779,10.04176943,1.980730706,11.57884623,2.48259858,7.68920945,2.562197782,
臺中市大肚區遊園路二段２２１號三樓之六,480,30.77,華廈(10層含以下有電梯),30,1,0,3,2,2,1,1,0.636741589,6.675547685,6.705303113,6.215283965,5.445687838,7.013366914,7.891154627,2.709581256,1.174376629,0.068361655,0.772682514,0.772682514,6.215286105,2.833158922,4.205370537,3.03916873,9.970482874,1.917668223,11.62181766,2.553244202,7.722944451,2.53702818,
臺中市大肚區自由路４３９號四樓,290,28.5,公寓(5樓含以下無電梯),22,1,0,2,1,2,0,0,0.62899719,6.250340189,9.906505243,9.475560653,8.859584768,8.367449505,10.99177475,5.436406295,0.696901691,0.340601892,0.158067898,0.868698373,9.475562882,6.339880993,5.992283892,5.461747064,8.667546788,1.319595826,15.1618528,6.488741089,8.393969299,3.158024082,
臺中市大肚區遊園路一段７０巷２弄１２之３號,340,24.93,公寓(5樓含以下無電梯),39,1,0,3,2,1,0,0,1.223446705,5.082402076,7.029371408,6.593467119,5.978946518,6.58766373,8.130580623,2.961107265,0.801068635,1.238644093,0.898330995,2.379528401,6.593469349,3.503476384,3.409189459,2.63583113,10.49857821,0.970223897,13.38187513,4.09415764,6.522465874,4.135928515,
臺中市大肚區遊園路一段７０巷１弄２７之１號,318,24.45,公寓(5樓含以下無電梯),39,1,0,3,2,1,0,0,1.233253744,5.075809856,6.974744339,6.538614074,5.923894534,6.563440675,8.076513679,2.922836857,0.854557521,1.216451604,0.951097409,2.369920958,6.538616304,3.449556424,3.366080958,2.583873338,10.53643069,0.978741859,13.34968365,4.053017104,6.496017291,4.132441926,
臺中市大里區中山路１巷１弄１２號六樓,563,27.5,華廈(10層含以下有電梯),27,2,0,3,2,2,1,1,0.314466321,5.576187704,4.107198474,2.714388094,2.405455562,6.396622233,2.15795201,0.430426905,0.564046279,1.016965715,0.687642957,1.18721608,2.714387746,2.251473467,4.665102295,7.195561902,18.33695418,5.235932238,21.2990436,8.212849337,8.793227075,1.514792842,
臺中市大里區公園街２１０號八樓之５,888,35,住宅大樓(11層含以上有電梯),2,2,1,2,2,1,1,1,0.246811345,5.496405022,4.042301622,2.716230051,2.322686594,6.25982603,2.090543686,0.609907498,0.633398561,1.006300143,0.684185131,1.275577946,2.716229555,2.428614211,4.52646281,7.100798933,18.5126385,5.185578528,21.26684429,8.21518401,8.618624889,1.394433509,
臺中市大里區祥興路５２９號十一樓之８,902,25.96,住宅大樓(11層含以上有電梯),3,3,1,2,1,1,1,1,0.160761904,1.601891038,3.131253231,4.15621329,1.45304364,3.395009789,2.078862303,0.945173863,1.156340497,0.703053501,0.512666941,1.001302261,6.442424593,4.229013161,2.328812183,3.290166124,17.75030612,6.863457717,17.1209024,4.28199146,6.606501576,1.791815188,
臺中市大里區仁化工二路６６號四樓,600,30.31,住宅大樓(11層含以上有電梯),2,1,1,2,2,1,1,1,0.084337924,6.378993073,6.351570567,4.601555743,4.330501566,8.39257285,4.033545858,2.684988085,2.904645394,0.314651814,0.570463125,0.725530678,4.601556763,1.119845686,6.803402607,8.562521705,15.39326882,5.514232232,21.32479818,8.091180347,11.26369482,3.48942532,
臺中市大里區向善街７號六樓,658,40.88,華廈(10層含以下有電梯),28,2,1,3,2,2,1,1,0.264161045,4.809659775,5.739873947,4.238074016,2.037306973,6.142040574,1.73944539,1.284530337,1.133921738,0.110458392,0.484982189,0.506615678,4.23807404,1.176679649,4.518919715,6.501664665,16.93693035,6.845891506,20.05609054,6.837127426,8.969535713,1.526250927,
臺中市大里區公園街２１６號八樓之２,850,37.82,住宅大樓(11層含以上有電梯),2,2,1,2,1,1,1,1,0.210429372,5.468141275,4.081311154,2.752047157,2.294347985,6.242383613,2.059942926,0.583815906,0.594704335,0.969302025,0.718719779,1.236996639,2.752046673,2.39962251,4.509350747,7.074978059,18.48269336,5.224317028,21.23302759,8.178408054,8.612657486,1.37219633,
臺中市大里區現岱路３９號七樓之一,556,35.81,華廈(10層含以下有電梯),23,2,0,3,2,2,1,1,0.281593457,3.536070225,5.21362265,4.753366736,0.560175635,4.678130475,0.283453908,1.241173355,0.908910206,0.407506502,0.098919437,0.889155001,4.753366144,2.65375314,3.036654239,5.196892041,17.92826761,5.918500987,19.2219705,6.216790776,7.492694215,0.963116222,
臺中市大里區大明路１１９號五樓,702,37.55,住宅大樓(11層含以上有電梯),28,1,0,4,2,2,1,1,0.254051629,2.192452026,3.681964817,4.475724922,1.601447971,3.916931854,1.697895985,0.402884623,0.783128184,0.497681085,0.128438196,0.497487575,6.419846624,3.640566892,2.686582972,3.880031808,17.42574459,6.897028499,17.56486205,4.568302219,7.083003442,1.202704669,
臺中市大里區新義路２２３之４號,770,24.68,公寓(5樓含以下無電梯),43,1,0,8,0,8,0,0,0.382857543,3.363580549,4.990314365,5.066234439,0.759501003,4.667966346,0.586912694,0.885033021,0.675372986,0.294930037,0.350142474,0.622568016,5.066233932,2.614431799,3.090517523,5.046073816,17.6272612,6.257094847,18.92921502,5.876348685,7.582716668,0.764127249,
臺中市大里區大明路４６０號十樓之１,636,27.94,住宅大樓(11層含以上有電梯),18,2,1,2,2,1,1,1,0.180597232,1.474713555,3.181325474,4.512860359,1.725154037,2.976513626,1.955487737,0.782353825,0.885527077,0.556122159,0.456006562,0.856593834,6.427295386,4.431199947,1.789910272,3.147829921,18.28744995,6.358970007,17.30810827,4.663738651,6.136005624,2.040700027,
臺中市大里區中湖路１３０巷１２弄３號十三樓之３,820,58.99,住宅大樓(11層含以上有電梯),16,3,1,2,2,2,1,1,0.250097597,4.993310087,4.433326602,3.190960689,1.819714411,5.784807273,1.591821984,0.801324489,0.517911076,0.598784101,0.957438474,1.060330347,3.190960081,2.451210543,4.053891757,6.598694047,18.4737402,5.37509764,20.7806164,7.762324174,8.218211106,0.90267975,
臺中市大里區德芳南路２７６號十八樓之３,1950,66.12,住宅大樓(11層含以上有電梯),11,3,1,1,1,2,1,1,0.210268141,3.181502162,4.864947733,5.072291905,0.390267729,4.355024898,0.331923712,0.925969951,0.590733715,0.134624412,0.423373964,0.882544434,5.072291252,2.943504704,2.742230947,4.842201331,17.99136443,5.928159097,18.89706592,5.938285911,7.223264971,1.097058314,
臺中市大里區新甲路７號五樓之５,1288,57.09,住宅大樓(11層含以上有電梯),6,1,1,3,2,2,1,1,0.20506554,4.050003656,5.587706416,4.818666574,1.497364976,5.463779571,1.237146666,1.324920432,1.405464183,0.078511319,0.856291838,0.331389605,4.818666376,1.822419588,3.896918968,5.743529974,17.02975621,6.771279156,19.33223979,6.14807437,8.387171631,0.77756011,
臺中市大里區公園街２１６號十一樓之１,890,37.74,住宅大樓(11層含以上有電梯),2,3,1,2,2,1,1,1,0.210429372,5.468141275,4.081311154,2.752047157,2.294347985,6.242383613,2.059942926,0.583815906,0.594704335,0.969302025,0.718719779,1.236996639,2.752046673,2.39962251,4.509350747,7.074978059,18.48269336,5.224317028,21.23302759,8.178408054,8.612657486,1.37219633,
臺中市大里區好來七街１之５號,416,28.79,華廈(10層含以下有電梯),30,1,0,3,2,2,1,1,0.605428038,3.623458497,5.301426899,5.448410355,1.916431798,5.539810901,1.720228568,1.157400902,1.504196993,0.724596273,0.659459661,0.568263599,5.44841026,1.965039655,4.095082861,5.586103026,16.47656049,7.36785291,18.83220241,5.59819521,8.593027148,0.551935926,
臺中市大里區現岱路１６２號四樓,685,35.89,住宅大樓(11層含以上有電梯),28,1,0,3,2,1,1,1,0.444572665,3.514297703,5.124762449,4.985516523,0.89473496,4.837646683,0.682305442,0.95646828,0.826708916,0.462148268,0.358935321,0.48173928,4.985516073,2.444626096,3.25898793,5.20005304,17.51453803,6.343486656,19.02926908,5.944697504,7.749488807,0.712744787,
臺中市大里區大明路６２巷１４弄６之５號,436,26.51,公寓(5樓含以下無電梯),42,1,0,3,2,2,0,0,0.255788833,2.393581372,3.813432651,4.443380915,1.7235908,4.182901292,1.774887798,0.131559773,0.885935103,0.455475776,0.407945967,0.573520872,6.42492481,3.466108934,2.965849383,4.075883056,17.15344991,7.113902024,17.59126903,4.517854366,7.358840214,1.042317794,
臺中市大里區日新路３１５號七樓之３,958,49.97,住宅大樓(11層含以上有電梯),1,2,1,3,2,2,1,1,0.159302562,2.318397995,3.946468396,4.341057845,1.924545714,4.525296524,2.015417627,0.297689817,1.187706281,0.699974562,0.745097798,0.886276248,6.537383369,3.32596441,3.351675973,4.301992489,16.76243267,7.468276984,17.54864501,4.390184068,7.722691554,1.006254689,
臺中市大里區鳳城街１７巷６之５號,630,34.22,華廈(10層含以下有電梯),31,1,0,3,2,2,1,1,0.193431479,4.635356882,4.928647961,3.646495841,1.482864293,5.580731603,1.215473732,0.921158895,0.507413537,0.110621989,0.770530362,0.697507679,3.646495349,2.2036189,3.867768848,6.272503474,18.11180527,5.689595013,20.34350288,7.286798495,8.162020881,0.772320945,
臺中市大里區祥興路５２９號四樓之７,890,30.04,住宅大樓(11層含以上有電梯),3,1,1,2,1,1,1,1,0.160761904,1.601891038,3.131253231,4.15621329,1.45304364,3.395009789,2.078862303,0.945173863,1.156340497,0.703053501,0.512666941,1.001302261,6.442424593,4.229013161,2.328812183,3.290166124,17.75030612,6.863457717,17.1209024,4.28199146,6.606501576,1.791815188,
臺中市大里區新仁路一段７１巷３號四樓之２,1045,51.19,住宅大樓(11層含以上有電梯),4,1,1,3,2,2,1,1,0.760577623,3.715257553,5.627061491,5.533908987,2.747520769,6.202288752,2.550962491,1.824147251,1.654001961,1.485772873,0.789903703,1.393463023,5.88398139,1.877873859,4.844309988,6.050428409,15.64608915,7.485834612,18.76607948,5.500610664,9.322933815,1.316549934,
臺中市大里區德芳路二段１０１號十五樓之１,1800,63.76,住宅大樓(11層含以上有電梯),3,3,2,3,2,2,1,1,0.138921615,2.662977352,4.425585382,5.441884398,0.599747296,3.557483677,0.900479123,0.679192123,0.450258082,0.421435314,0.415000662,0.437341468,5.441883474,3.781384919,1.904181006,4.239985715,18.68452417,5.422303398,18.58510523,5.889716995,6.375748016,1.479457724,
臺中市大里區中興路二段７９９號三樓,720,43.29,住宅大樓(11層含以上有電梯),27,1,1,3,1,2,1,1,0.414243632,1.822473554,3.320041668,3.874049453,1.326666614,4.033459935,2.316774098,0.64266745,1.015620392,0.420208091,0.700418706,0.64245752,6.644681766,3.948212454,3.033127709,3.687516794,17.0462569,7.472134302,17.01951981,3.954790042,7.272985474,1.573804216,
臺中市大里區長春路１１５巷３５弄３號三樓,693.6,37.58,華廈(10層含以下有電梯),22,1,1,3,2,2,1,1,0.296551401,4.932022723,4.467970601,3.242488038,1.758893772,5.717818713,1.534836186,0.861497469,0.559669066,0.580025063,0.98703004,1.072652176,3.242487407,2.486217119,3.986862033,6.535097991,18.49532479,5.343231524,20.72743683,7.718500431,8.153785353,0.836186133,
臺中市大里區大成街３４之５號,488,36.66,華廈(10層含以下有電梯),31,1,0,3,2,2,1,1,0.174411129,1.996136069,3.665643467,4.806199828,1.27697328,3.443848791,1.473040793,0.313011957,0.698109385,0.594294564,0.320683216,0.546784305,6.23717971,3.907886106,2.08915408,3.676583132,18.05330803,6.307696419,17.73642046,4.930995323,6.539864513,1.545395255,
臺中市大里區中興路二段６７１巷８弄１３號十六樓,700,31.11,住宅大樓(11層含以上有電梯),26,3,1,3,2,2,1,1,0.375780533,2.288450734,3.756794005,4.33605329,1.799891507,4.2130682,1.892978197,0.167976334,1.005995274,0.568223344,0.482623903,0.693567757,6.530346322,3.512934223,3.034542853,4.050604271,17.06964407,7.226544074,17.49554322,4.407152442,7.404399054,1.107145821,
臺中市大里區益民路一段１５０之４號,362,24.72,公寓(5樓含以下無電梯),42,1,0,3,2,1,0,0,0.189351944,3.264514033,4.799144026,5.434283362,1.177961716,4.766626881,1.055922538,0.54337183,0.696899861,0.053138501,0.519070043,0.470350235,5.434282969,2.57411154,3.284443341,4.958514418,17.21273518,6.714477497,18.61288302,5.492126842,7.784999704,0.31069843,
臺中市大里區中興路一段致富巷１０號四樓,628,33.56,華廈(10層含以下有電梯),26,1,0,5,0,5,0,1,0.437435986,5.055692295,4.697424292,3.32171755,1.91471258,6.012728751,1.641309404,0.486730653,0.072857754,0.450789844,0.646780954,0.628880536,3.32171722,1.971039673,4.296615805,6.699959201,18.00027853,5.835269863,20.71111778,7.607264792,8.561844512,1.167466858,
臺中市大里區東明路１４７巷１２１之４號,725,42.39,華廈(10層含以下有電梯),30,1,1,3,2,2,1,1,0.222389051,2.431160075,4.025129696,4.928760093,1.144331732,3.950751396,1.243097218,0.469214548,0.329512173,0.351546267,0.429938005,0.146879633,5.985266623,3.42019809,2.559762168,4.123716621,17.66471246,6.514584757,17.98876703,5.024815345,7.033249422,1.038487349,
臺中市大里區西榮路１８４巷７弄６號四樓,290,23.8,公寓(5樓含以下無電梯),32,1,0,3,2,1,0,0,0.186106796,2.566193948,4.186526002,5.11437971,0.965583724,4.007836012,1.057476679,0.475043956,0.144841929,0.380743075,0.318078814,0.20300277,5.802660795,3.318615891,2.559685988,4.254592399,17.73798037,6.381555069,18.1696588,5.210011558,7.050895242,0.99489891,
臺中市大里區內元路１８之３號,320,24.93,公寓(5樓含以下無電梯),40,1,0,3,2,2,0,0,0.061526497,3.722675064,5.433858432,4.477294978,0.574474221,4.720266169,0.302133581,1.478802054,0.961309869,0.696577326,0.389450651,0.979269472,4.477294303,2.726721122,3.03529113,5.357545693,18.19624433,5.622963749,19.49127904,6.528398425,7.434586478,0.623538094,
臺中市大里區中興路二段６７１巷８弄１號三樓,620,36.74,住宅大樓(11層含以上有電梯),26,1,1,3,2,1,1,1,0.367603118,2.256132165,3.732498272,4.30353559,1.770486501,4.210087072,1.925129122,0.196906862,1.036788029,0.600894782,0.496569519,0.724443714,6.562774241,3.535999145,3.043194267,4.033308655,17.05671825,7.251303761,17.46417562,4.374468462,7.40557605,1.134450647,
臺中市大里區大明路１４１巷１５號三樓,870,68.99,住宅大樓(11層含以上有電梯),28,1,1,5,2,3,1,1,0.212965034,2.197281637,3.700219078,4.511725808,1.561870705,3.903461132,1.661005423,0.425086236,0.746089978,0.480408939,0.106002052,0.465280181,6.38740245,3.632390697,2.659648629,3.886760468,17.45785968,6.85665577,17.5951518,4.605530223,7.063521584,1.195214776,
臺中市大里區大明路１１３號五樓,518,30.13,住宅大樓(11層含以上有電梯),28,1,0,3,2,2,1,1,0.249092005,2.216941578,3.705415467,4.491001273,1.591099525,3.938549263,1.683829428,0.384135562,0.76949589,0.474421121,0.145430249,0.480099282,6.401923208,3.616079462,2.702426214,3.904548976,17.41346045,6.898476888,17.58413758,4.582310483,7.102547233,1.178211192,
臺中市大里區光榮街５６號五樓,526,32.98,華廈(10層含以下有電梯),31,1,0,3,2,2,1,1,0.134964408,2.380881541,3.954242331,4.831912839,1.243851862,3.947134534,1.340158614,0.451279081,0.425406956,0.330569193,0.338878351,0.180194198,6.07630273,3.456565368,2.588848463,4.074721089,17.60527575,6.60111541,17.90004488,4.926783609,7.049720714,1.051483802,
臺中市大里區達明路８８號九樓,1115,41.83,住宅大樓(11層含以上有電梯),11,2,1,3,2,1,1,1,0.468070821,2.930256269,4.400668753,4.987476209,1.421898463,4.571081296,1.380257881,0.174599873,0.685845643,0.279070588,0.371675705,0.495960624,5.880923207,2.900937568,3.19586819,4.619418092,17.09006138,6.952712711,18.16729185,5.04579052,7.670288835,0.463052003,
臺中市大里區祥興路５８３號十樓之１,1146,39.39,住宅大樓(11層含以上有電梯),2,2,1,2,2,1,1,1,0.256829513,1.702702564,3.195657112,4.143659291,1.451702556,3.516658078,2.059882195,0.832526748,1.168487205,0.643023489,0.438065989,0.940604819,6.513551996,4.136977277,2.442493841,3.385857154,17.6352518,6.937609572,17.14668586,4.261350489,6.728745164,1.699128796,
臺中市大里區新仁七街４６巷１７號二樓,420,33.66,公寓(5樓含以下無電梯),32,1,0,3,2,2,1,0,0.851558622,3.574790073,5.351946417,5.491863208,2.218750319,5.740484744,2.029054337,1.344288361,1.755637929,1.017299381,0.805711887,0.879228777,5.649977668,1.951455613,4.339625983,5.69586321,16.16852788,7.678781799,18.74319954,5.487997819,8.829170718,0.794443527,
臺中市大里區中興路二段６３７號五樓之３,450,25.45,公寓(5樓含以下無電梯),39,1,0,4,2,2,0,0,0.305994889,2.400352487,3.870335241,4.446094394,1.765278921,4.277014859,1.801355118,0.051257677,0.929744362,0.469916539,0.503402114,0.618805066,6.41966604,3.401769297,3.060796589,4.151687771,17.06276663,7.182946846,17.61103384,4.514184971,7.454679726,0.990707236,
臺中市大里區文化街１８７號五樓,750,38.09,華廈(10層含以下有電梯),27,1,1,3,2,2,1,1,0.066435176,4.811331142,5.462767763,3.996219196,1.898311906,6.043803779,1.595593229,1.022225669,0.826380415,0.335730128,0.18851148,0.190637052,3.99621912,1.382982959,4.38879191,6.495986198,17.24552735,6.561161192,20.1990426,7.009607881,8.804967597,1.55698474,
臺中市大里區中山路８９號八樓之２,780,37.4,華廈(10層含以下有電梯),16,2,0,3,2,2,1,1,0.272566333,5.535513321,4.035171769,2.691766197,2.3617318,6.308394139,2.126419369,0.576039899,0.632533017,1.027913578,0.707216149,1.272515863,2.691765733,2.39726601,4.57520342,7.142759482,18.48234461,5.174718276,21.29666034,8.236893686,8.670862192,1.43969231,
臺中市大里區中山路３６巷７號８樓,658,35.09,華廈(10層含以下有電梯),23,2,1,3,2,2,1,1,0.322273177,5.585296826,3.994060059,2.643355489,2.411505384,6.353459215,2.176490087,0.586469648,0.671322325,1.076062394,0.691766053,1.308853847,2.643355035,2.407884229,4.620075846,7.191893284,18.49337572,5.131581263,21.34634149,8.284694781,8.707213972,1.487359964,
臺中市大里區祥興路５２９號六樓之５,958,33.43,住宅大樓(11層含以上有電梯),3,2,1,2,2,1,1,1,0.160761904,1.601891038,3.131253231,4.15621329,1.45304364,3.395009789,2.078862303,0.945173863,1.156340497,0.703053501,0.512666941,1.001302261,6.442424593,4.229013161,2.328812183,3.290166124,17.75030612,6.863457717,17.1209024,4.28199146,6.606501576,1.791815188,
臺中市大里區大明路６２巷１４弄８號,560,26.38,公寓(5樓含以下無電梯),42,1,0,3,1,4,0,0,0.258199455,2.393920122,3.817033691,4.443513316,1.726102017,4.188907858,1.776412866,0.12577304,0.888465807,0.455786096,0.414026418,0.576019473,6.424525414,3.46194435,2.971902259,4.080707462,17.14766908,7.118273971,17.59253587,4.517580542,7.364956375,1.038818927,
臺中市大里區公園街２１８號六樓之６,900,39.46,住宅大樓(11層含以上有電梯),2,2,1,2,2,1,1,1,0.213702203,5.460959397,4.071164833,2.750458222,2.2872267,6.227346494,2.055016859,0.608589672,0.609878164,0.973209403,0.698190533,1.252337412,2.750457719,2.423478576,4.494111516,7.065709228,18.50614608,5.215822076,21.2317849,8.181737953,8.592093952,1.36017191,
臺中市大里區工業六路２１號二樓,550,26.27,公寓(5樓含以下無電梯),14,1,0,5,0,5,1,0,0.918309491,5.514260594,6.192270991,4.508088607,3.359211158,7.399132628,3.066407338,2.035677492,2.145413167,1.308673925,1.486677903,0.274346767,4.508089229,0.2139611,5.819569625,7.586424739,15.87154506,6.433798102,20.59347014,7.329426695,10.29205114,2.505975852,
臺中市大里區內元路８７巷２２號六樓,600,33.35,華廈(10層含以下有電梯),29,2,0,3,2,2,1,1,0.095633448,3.759715232,5.455020548,4.488048756,0.656693691,4.813376765,0.358617482,1.506131071,1.082507383,0.668987618,0.287453093,1.049057794,4.48804814,2.598459371,3.13979362,5.407176239,18.05774741,5.756887223,19.48414743,6.487308797,7.55531361,0.719030647,
臺中市大里區中興路二段６７１巷８弄２２號八樓,346,22.93,住宅大樓(11層含以上有電梯),26,2,1,2,1,1,1,1,0.36335282,2.25705812,3.735893516,4.304233195,1.772791193,4.214951646,1.925860747,0.194708269,1.038259496,0.600979332,0.500839422,0.725874165,6.561974331,3.532442124,3.047838338,4.037538017,17.05230985,7.254354902,17.46571752,4.374833523,7.410434794,1.131669881,
臺中市大里區仁化路１０６５號十三樓之１,1200,46.67,住宅大樓(11層含以上有電梯),1,3,1,3,2,2,1,1,0.080142768,4.664812478,4.693717607,3.502259992,1.49162445,5.472720765,1.270113262,1.052197589,0.683538932,0.464265746,1.111787815,1.046008109,3.502259324,2.532243591,3.744643718,6.269732959,18.46761091,5.336758476,20.46640506,7.475372193,7.955157051,0.587075124,
臺中市大里區成功二路６２號七樓,613,32.86,華廈(10層含以下有電梯),28,2,0,3,2,1,1,1,0.375233828,5.10910052,5.446037339,3.914305275,2.229878861,6.372532932,1.927231068,0.997382506,0.938713842,0.127008776,0.357483324,0.441893597,3.914305364,1.079656794,4.720469249,6.797651636,17.04649832,6.539004953,20.40419274,7.185872877,9.135406747,1.855425622,
臺中市大里區樹王路２５５號二樓之１,900,39.52,住宅大樓(11層含以上有電梯),4,1,1,2,2,1,1,1,0.564308468,2.037163651,3.807048805,5.510942475,1.583447704,2.575548097,1.885674702,1.186906406,1.251107512,0.667617666,0.93828626,0.916865301,6.203166065,4.756930592,0.932167386,3.435207506,19.31021645,5.241654019,17.99799719,5.687859115,5.431048662,2.352517025,
臺中市大里區鳳城街７４之３號,550,34.2,華廈(10層含以下有電梯),31,1,1,4,1,2,1,1,0.190816241,4.589092853,4.958924003,3.685655839,1.435935372,5.534848148,1.168974775,0.967980369,0.554125795,0.114885048,0.793169342,0.716313687,3.685655336,2.228596818,3.822547444,6.225742481,18.11993212,5.677759738,20.30165304,7.249857126,8.121115513,0.734999083,
臺中市大里區仁化路１０６５號九樓之２,920,39.8,住宅大樓(11層含以上有電梯),1,2,1,3,2,2,1,1,0.080142768,4.664812478,4.693717607,3.502259992,1.49162445,5.472720765,1.270113262,1.052197589,0.683538932,0.464265746,1.111787815,1.046008109,3.502259324,2.532243591,3.744643718,6.269732959,18.46761091,5.336758476,20.46640506,7.475372193,7.955157051,0.587075124,
臺中市大里區中興路二段７４７巷４８弄２６號二樓,430,20.97,公寓(5樓含以下無電梯),40,1,0,3,2,1,0,0,0.413922265,2.213110542,3.620677601,4.264977898,1.689602395,4.068734791,1.930111064,0.30290856,1.024253125,0.635701678,0.39328425,0.717519381,6.607890716,3.65377182,2.916285227,3.901344871,17.17511564,7.180705259,17.40036455,4.345381195,7.267059681,1.236292961,
臺中市大里區新仁路一段２１７巷２０號,435,19.28,華廈(10層含以下有電梯),23,1,0,2,2,2,1,1,0.850120389,3.436528575,5.176703394,5.377863141,2.070750963,5.543719602,1.897453879,1.147883398,1.570869646,0.876663374,0.608556942,0.774860617,5.689539257,2.106639644,4.149820432,5.506257996,16.31031474,7.562051755,18.62788383,5.383240521,8.636619514,0.614678145,
臺中市大里區好來七街３５之４號,480,27.44,華廈(10層含以下有電梯),30,1,0,3,2,2,1,1,0.580858896,3.64960692,5.32454072,5.422998597,1.913169492,5.552752342,1.713661714,1.173584864,1.512346821,0.70584728,0.680422852,0.558698705,5.422998505,1.941837104,4.103133379,5.606138076,16.48311888,7.357517682,18.8587018,5.624793428,8.601822631,0.564078307,
臺中市大里區鐵路街１７１號七樓之１,1030,44.16,華廈(10層含以下有電梯),1,2,1,3,2,2,1,1,0.552646967,5.330734106,5.210355598,3.658422086,2.382717646,6.538084038,2.080649915,0.790403486,0.832383945,0.1871619,0.43900372,0.539980684,3.658422218,1.103867093,4.866567572,7.015209762,17.1591509,6.293533556,20.66965579,7.45419814,9.247475945,1.900731143,
臺中市大里區中興路二段１８２巷２２之２號,340,21.43,公寓(5樓含以下無電梯),42,1,0,3,2,1,0,0,0.299391117,3.509150533,5.1866704,4.778743293,0.543443844,4.654871307,0.274649638,1.220276785,0.882721271,0.381118933,0.115298402,0.8902745,4.778742696,2.673129943,3.015700788,5.170218623,17.92959236,5.921738269,19.19609609,6.193508578,7.474179281,0.979676339,
臺中市大里區東里路２０巷８號三樓,380,36,華廈(10層含以下有電梯),29,1,0,3,2,2,1,1,0.493255543,3.390201535,5.165363411,4.732514398,0.68034124,4.001474707,0.85004699,1.421560489,0.324412375,0.751535438,0.382857802,0.249539954,4.732513369,3.648256907,2.2717979,4.905208476,19.04239616,4.864838263,19.3422644,6.656295952,6.553728642,0.88599975,
臺中市大里區新仁路一段７１巷９號九樓之９,700,33.24,住宅大樓(11層含以上有電梯),4,2,1,2,2,1,1,1,0.802395419,3.7006756,5.60285884,5.528057538,2.704533278,6.164058792,2.508471669,1.783846072,1.69595671,1.4462893,0.833044014,1.351281011,5.863988156,1.878920993,4.802897289,6.020230944,15.68845941,7.521702989,18.76311409,5.497128524,9.282431478,1.273750295,
臺中市大里區亞洲街１７０之４號,610,33.8,華廈(10層含以下有電梯),42,1,0,4,0,4,0,1,0.132628791,1.463190578,3.133974659,3.508136268,1.066694657,4.143802992,2.408332711,0.982606655,0.629763795,0.369312269,0.628162462,0.29606105,6.438714705,4.178546299,3.281944715,3.611855341,16.82750037,7.82567454,16.68474295,3.580138642,7.406567966,1.875432351,
臺中市大里區大智路５６５巷１９號,838,32.72,住宅大樓(11層含以上有電梯),29,1,1,3,2,2,1,1,0.219620393,1.673818157,3.474311085,3.679270221,1.391982243,4.470934359,2.32676185,0.869716582,0.735810002,0.705674863,0.655059321,0.60779011,6.766765305,3.880878051,3.528475002,3.970619846,16.55446907,7.938607955,16.90056522,3.724515625,7.72597851,1.662148571,
